word	raw_frequency	relative_frequency	zipf	number_of_letters	orth_neighbor_size	avg_orth_neighbor_freq	IPA_original	IPA	phon_neighbor_size	avg_phon_neighbor_freq	phonographic_distance
time	1562273	7384.529729440297	6.868322843261761	4	1.25	4.320822375344806	taɪm	taɪm	1.0	4.371230139603858	0.017234932416044447
gonna	1289737	6096.310452564399	6.7850670751954745	5	1.9	4.145761775058107	ɡənə	ɡənə	2.0	3.787308419590313	0.11862453240183592
people	1051746	4971.3779888789695	6.696476785115154	6	2.35	4.036239021832263	piːpəl	piːpəl	1.85	4.110980641529862	0.14062463570386963
yeah	800543	3783.995232072323	6.5779505805083005	4	1.7	4.679781146375938	jɛh	jɛh	1.75	4.472203300120471	0.09070022190195451
life	721200	3408.957871557879	6.532621634181957	4	1.3	4.460747684089659	laɪf	laɪf	1.0	4.160004092752941	0.020649448705618356
love	719022	3398.662932228632	6.531308094876688	4	1.1	4.390202375504045	lʌv	lʌv	1.05	4.1643713115439365	0.009746214253340695
day	688851	3256.051079839873	6.512691209337123	3	1.0	4.482885645808787	deɪ	deɪ	1.0	4.338832385566095	0.0
uh	559582	2645.0242147561025	6.422429652283045	2	1.05	3.977820229751748	ʌ	ʌ	1.35	3.9988080812563616	0.022990781003009414
hey	558056	2637.811139725601	6.421243697991547	3	1.0	3.868553855367783	heɪ	heɪ	1.0	3.957717023051619	0.0
night	554331	2620.203862865433	6.418335082569049	5	1.55	4.588480724265713	naɪt	naɪt	1.0	4.393954791704685	0.03756514969262124
told	544211	2572.368791234588	6.410333231949128	4	1.4	4.491981145793834	toʊld	toʊld	1.15	4.278631748372571	0.03604275649696837
talk	523932	2476.5143033292607	6.393840840632237	4	1.4	4.224522783596627	tɔːk	tɔːk	1.15	4.089923390820267	0.03604275649696837
money	494652	2338.1140170297394	6.368865685508244	5	1.7	4.335314538029665	mʌni	mʌni	1.15	4.188388569961172	0.056345176634873595
guy	488908	2310.963359772073	6.363793059812752	3	1.35	4.355954271483168	ɡaɪ	ɡaɪ	1.0	4.090757739602753	0.024053377271314222
father	462688	2187.0270378194286	6.339854152174901	6	1.65	4.152482306929858	fɑːðɚ	fɑːðɚ	1.8	4.084656378921046	0.09004908435425671
lot	452423	2138.5065822571137	6.330110591339869	3	1.0	3.883750806958635	lɑːt	lɑːt	1.0	4.088865916651998	0.0
house	451126	2132.375941159761	6.328863773890208	5	1.55	4.167707512508184	haʊs	haʊs	1.55	4.133917051137364	0.06905139378189198
feel	449316	2123.8204589807265	6.327117800088492	4	1.35	4.527402198675604	fiːl	fiːl	1.0	4.258574595542929	0.024053377271314222
leave	426402	2015.510890665589	6.304385149173859	5	1.75	4.61549992355357	liːv	liːv	1.0	4.269504308014444	0.050915086964022194
left	425153	2009.6071352834813	6.303111164059859	4	1.7	4.449786688692496	lɛft	lɛft	1.6	4.215176580438816	0.08220690844769307
girl	418190	1976.694526215737	6.29593955963777	4	1.75	4.320636925730151	ɡɜːl	ɡɜːl	1.2	3.961607652228499	0.06260482888185372
guys	411962	1947.256104662683	6.289423074030193	4	1.6	4.159722517218432	ɡaɪz	ɡaɪz	1.0	4.366336352798933	0.040917578401319106
god	388061	1834.2811988278177	6.263465914615304	3	1.0	3.995958316062284	ɡɑːd	ɡɑːd	1.0	3.965565960534216	0.0
mother	387061	1829.5544130935443	6.262345330441842	6	1.75	4.116273878483199	mʌðɚ	mʌðɚ	1.6	3.858322367850259	0.08563179563613207
sir	373117	1763.644112814838	6.246410952998735	3	1.0	4.166795157777657	sɜː	sɜː	1.0	3.845557502717724	0.0
bad	344932	1630.419656894346	6.212299402696014	3	1.0	4.557091192357496	bæd	bæd	1.0	4.612296902953899	0.0
coming	343997	1626.0001122328003	6.211120571234731	6	1.7	3.978515148395127	kʌmɪŋ	kʌmɪŋ	1.7	3.836956648112698	0.08787599745071195
woman	343900	1625.541614016576	6.210998091953607	5	1.9	3.931361563492312	wʊmən	wʊmən	1.95	3.937483474726972	0.11580105877673745
stay	340093	1607.5467407261976	6.206163609244381	4	1.25	4.169497137235514	steɪ	steɪ	1.2	4.111000630989856	0.028575647866263175
car	339753	1605.9396335765448	6.205729216349057	3	1.0	4.211268764806418	kɑːɹ	kɑːɹ	1.0	4.107580375704791	0.0
remember	337624	1595.8763067482769	6.202999227003146	8	2.8	3.9896080955011177	ɹᵻmɛmbɚ	ɹᵻmɛmbɚ	3.3	4.167055053207299	0.25410784949504134
family	335454	1585.619181704904	6.200198890961965	6	2.5	4.522071928805221	fæmɪli	fæmɪli	2.35	4.008799759338108	0.17964840192831924
kill	329914	1559.43278873703	6.192966661485178	4	1.45	4.234022518299826	kɪl	kɪl	1.0	4.115439035292478	0.030829861270421016
dad	328031	1550.5322511993936	6.190480804028528	3	1.0	4.342767557512515	dæd	dæd	1.0	4.357964857514292	0.0
son	325301	1537.6281261448275	6.186851314469747	3	1.0	4.145276741370182	sʌn	sʌn	1.0	4.173794846525351	0.0
friend	322604	1524.8799850194926	6.183235664079632	6	1.85	4.319877207359509	fɹɛnd	fɹɛnd	1.8	4.527162498938079	0.1038621564435831
real	322486	1524.3222243028483	6.1830767815998655	4	1.15	4.313525394964668	ɹiːəl	ɹiːəl	1.8	4.309098916355667	0.0547791598226397
called	314536	1486.7442777153758	6.17223627563177	6	1.8	3.933838849323353	kɔːld	kɔːld	1.3	3.9167137492374295	0.07176920250109939
head	313280	1480.8074348331286	6.170498586254636	4	1.2	4.740688684445989	hɛd	hɛd	1.0	4.306983485037346	0.013809728986132965
wait	306307	1447.8475579080412	6.160722837935345	4	1.25	4.135582144616633	weɪt	weɪt	1.0	4.418652704906605	0.017234932416044447
hear	306105	1446.8927471897175	6.160436339667754	4	1.0	4.615445447194394	hɪɹ	hɪɹ	1.0	4.146570444218203	0.0
job	304543	1439.5095078727832	6.158214537712224	3	1.0	4.105676141625684	dʒɑːb	dʒɑːb	1.4	4.057927244620437	0.022210890964524267
dead	303644	1435.2601274976714	6.156930620023779	4	1.4	4.739665741564938	dɛd	dɛd	1.0	4.5800940532112255	0.0274468159977251
live	302078	1427.8579810377994	6.154685013379337	4	1.0	4.646922232448235	laɪv	laɪv	1.0	4.175108634920347	0.0
care	301220	1423.802398877793	6.153449720317875	4	1.0	4.463891290040989	kɛɹ	kɛɹ	1.0	4.184666431892021	0.0
nice	295690	1397.663273767262	6.145402553413017	4	1.15	4.254591642131215	naɪs	naɪs	1.0	4.14523249468207	0.010373737433784115
days	295233	1395.503132686699	6.144730815749064	4	1.45	4.040162621584686	deɪz	deɪz	1.0	4.037074430665324	0.030829861270421016
boy	288385	1363.1341039783956	6.134538583459687	3	1.0	4.289311224256499	bɔɪ	bɔɪ	1.0	4.015929495013194	0.0
bit	286331	1353.4252860801982	6.13143428615847	3	1.0	4.467369819715746	bɪt	bɪt	1.0	4.283787762676885	0.0
mind	282787	1336.673557437934	6.126025356765525	4	1.05	4.211755462100882	maɪnd	maɪnd	1.35	4.224421144178991	0.022990781003009414
school	281812	1332.0649413470176	6.124525398243552	6	2.25	4.28952129636537	skuːl	skuːl	1.55	3.865305589601957	0.11640548458634568
wife	280764	1327.1112698974991	6.122907337240171	4	1.4	4.631187505468918	waɪf	waɪf	1.0	4.2074704944380965	0.0274468159977251
start	280499	1325.8586716779166	6.122497233434091	5	1.5	4.666979781432264	stɑːɹt	stɑːɹt	1.35	4.34565865975897	0.05427964406518547
listen	278768	1317.6766055718897	6.119808835410368	6	1.8	3.888325695626397	lɪsən	lɪsən	1.55	4.288585593361182	0.0861848740191056
bring	278733	1317.5111680711902	6.11975430525926	5	1.45	4.080752003321281	bɹɪŋ	bɹɪŋ	1.15	3.937138059235276	0.03945212936729803
talking	278017	1314.1267894854504	6.118637268813922	7	1.85	4.0984179147000415	tɔːkɪŋ	tɔːkɪŋ	1.8	4.154237639940982	0.1038621564435831
heard	273071	1290.748107243735	6.110841496869209	5	1.6	4.843203625769286	hɜːd	hɜːd	1.25	3.960292224552439	0.05538173025207689
hard	272491	1288.0065715178564	6.109918078836419	4	1.0	4.341007522563687	hɑːɹd	hɑːɹd	1.0	4.013728510815929	0.0
happened	271284	1282.3013411365887	6.107990096488767	8	2.7	4.045574908382477	hæpənd	hæpənd	2.15	4.330949347720276	0.1815082080231442
brother	269620	1274.435969674758	6.105318020491453	7	2.15	4.012975610585883	bɹʌðɚ	bɹʌðɚ	1.95	3.855688841487456	0.13291693962273787
understand	267835	1265.99865713908	6.102433245019885	10	3.5	3.9369983829177526	ʌndɚstænd	ʌndɚstænd	3.4	3.8536445169894114	0.3078160463643654
mom	266804	1261.1253410470442	6.100758252488943	3	1.0	3.923845701673305	mɑːm	mɑːm	1.0	3.988878191098858	0.0
wrong	266383	1259.1353642529157	6.100072421758343	5	1.75	4.161483691201103	ɹɔŋ	ɹɔŋ	1.5	4.113836737581528	0.07991801818426017
wanna	264326	1249.412365997515	6.096705800039574	5	1.8	4.0843438480254175	wɔnə	wɔnə	1.9	3.99000232842359	0.10607178044183829
pretty	263450	1245.2717016942918	6.0952641190404	6	1.95	4.032959660695823	pɹɪɾi	pɹɪɾi	1.75	3.930778892178458	0.10784967274375336
baby	261065	1233.99831771805	6.091314567633798	4	1.7	4.398720623913812	beɪbi	beɪbi	1.7	4.213573490173557	0.08787599745071195
tonight	257953	1219.2885605129918	6.086106499226244	7	2.75	4.487850935101127	tənaɪt	tənaɪt	2.65	4.184654617004316	0.21384760390344465
play	257423	1216.7833640738268	6.085213263388525	4	1.45	4.420218124240521	pleɪ	pleɪ	1.0	4.441290204664858	0.030829861270421016
morning	251621	1189.3585532435734	6.075312800136658	7	1.8	4.0904528110392	mɔːɹnɪŋ	mɔːɹnɪŋ	1.85	3.946101755782212	0.10325130763514152
killed	249234	1178.075715695863	6.071173203738164	6	1.75	4.132270177960181	kɪld	kɪld	1.35	4.220645532989101	0.07129405028017742
tomorrow	246389	1164.6280102818555	6.066187231044683	8	3.45	3.961511951945359	təmɑːɹoʊ	təmɑːɹoʊ	2.75	3.851019684523647	0.26649619321886675
friends	244735	1156.8099066773675	6.063261999173219	7	2.4	4.163053562317753	fɹɛndz	fɹɛndz	1.9	4.053008216734224	0.14688325005814176
meet	243811	1152.4423566588991	6.061619211882915	4	1.6	4.38252879607223	miːt	miːt	1.0	3.9362562507692473	0.040917578401319106
fucking	243547	1151.194485225051	6.061148700454204	7	1.7	3.9729073790498775	fʌkɪŋ	fʌkɪŋ	1.65	4.161726633617605	0.08504490972621273
person	242837	1147.8384673537169	6.059880775106456	6	1.7	3.97472675786376	pɜːsən	pɜːsən	1.9	3.971547150617565	0.09913220938678236
heart	238714	1128.349929771308	6.052443806208522	5	1.55	4.359772304927589	hɑːɹt	hɑːɹt	1.0	4.251802122629787	0.03756514969262124
guess	238031	1125.1215351147996	6.051199437273041	5	1.9	4.303836916969131	ɡɛs	ɡɛs	1.2	4.111755342087428	0.07261720019675377
happy	234767	1109.6933064781315	6.045202966436625	5	1.75	3.788395892301036	hæpi	hæpi	1.3	4.034106474710002	0.06840496663562232
hand	232787	1100.3342707242707	6.041524639592659	4	1.2	4.536195011089633	hænd	hænd	1.1	4.387535050666052	0.019476907942216924
gotta	226492	1070.5791545270204	6.029618782890095	5	1.85	3.8066824398854338	ɡɑːɾə	ɡɑːɾə	1.7	3.692377410199447	0.09817066772373897
hope	226226	1069.3218295217036	6.029108432758313	4	1.15	4.222795816280977	hoʊp	hoʊp	1.05	4.28584352704903	0.013202061108988384
lost	225429	1065.554581291488	6.027575700644862	4	1.35	4.63119932120174	lɔst	lɔst	1.7	4.421899085154383	0.063493819279152
police	224194	1059.7170009096606	6.025189901724358	6	1.9	4.139372514032287	pəliːs	pəliːs	2.3	4.211354559800242	0.135427315006779
death	222969	1053.9266883851756	6.02281040220754	5	1.85	4.604267017123185	dɛθ	dɛθ	1.0	4.287396241804194	0.057531155226582184
business	222275	1050.64629908559	6.021456535049179	8	2.9	3.851145485567144	bɪznəs	bɪznəs	2.5	4.042947551412948	0.2152962927958025
idea	219465	1037.3640311722822	6.015931185498503	4	1.75	4.08623230931434	aɪdiə	aɪdiə	1.8	3.950339672531217	0.09697593426742383
die	215471	1018.4852489495948	6.007954743354656	3	1.0	4.178642220683895	daɪ	daɪ	1.0	4.195328360193976	0.0
stuff	215299	1017.6722418032996	6.007607928790703	5	1.75	4.063155674665911	stʌf	stʌf	1.3	4.180532703723949	0.06840496663562232
phone	211684	1000.584911373902	6.000253949520345	5	1.6	4.073570558454858	foʊn	foʊn	1.0	4.194704442208581	0.040917578401319106
ready	211628	1000.3202113727826	6.000139043771732	5	1.7	4.130854597148449	ɹɛdi	ɹɛdi	1.35	4.269310061648636	0.06791139512855904
pay	209652	990.9800827618586	5.996064925894413	3	1.0	4.307687702201571	peɪ	peɪ	1.0	4.317957917191206	0.0
kids	206960	978.255575565195	5.99045233184008	4	1.55	4.271607373823583	kɪdz	kɪdz	1.45	4.147699370300617	0.0633912788286922
water	206220	974.7577541218328	5.988896698652463	5	1.45	3.913901764932779	wɔːɾɚ	wɔːɾɚ	1.75	4.113622969700638	0.07329514829464404
door	204780	967.9511826644792	5.985853454793876	4	1.5	4.231670390364267	doːɹ	doːɹ	1.0	4.251325232029584	0.034202608007891724
body	204247	965.4318058681116	5.98472160242288	4	1.7	4.188787554974942	bɑːdi	bɑːdi	1.2	3.879591049489058	0.059247767957844165
times	202250	955.992414756768	5.980454446415903	5	1.55	4.18102108406892	taɪmz	taɪmz	1.35	4.038681762233767	0.05770293335033629
matter	202200	955.7560754700544	5.980347067386576	6	1.45	3.917084874929716	mæɾɚ	mæɾɚ	1.2	3.820077552382878	0.04231146057521756
thinking	201840	954.054432605716	5.979573153641111	8	1.9	4.049506286162455	θɪŋkɪŋ	θɪŋkɪŋ	1.75	4.119901040145398	0.10443969574055921
fine	201667	953.2366986736866	5.979200753905925	4	1.1	3.978414830006675	faɪn	faɪn	1.0	3.901844517804114	0.006926855176519928
shit	200498	947.7110861503212	5.976675960951654	4	1.0	4.435463680088278	ʃɪt	ʃɪt	1.0	4.151765210321438	0.0
eat	200421	947.347123648782	5.976509140843265	3	1.0	4.428876267679465	iːt	iːt	1.0	4.332839416102522	0.0
change	198038	936.0831932440088	5.971314447841991	6	1.75	4.122503058999868	tʃeɪndʒ	tʃeɪndʒ	2.15	4.246814390773681	0.11656879037676454
kid	196908	930.74192536428	5.968829277192393	3	1.2	4.491846133989168	kɪd	kɪd	1.0	4.441578711926969	0.013809728986132965
huh	192073	907.8879163390689	5.958032235833785	3	1.0	3.980782797376803	hʌ	hʌ	1.1	4.084774489007785	0.005595439621469084
set	190403	899.9941841628325	5.95423970300138	3	1.0	4.628451509177194	sɛt	sɛt	1.0	4.539269627780294	0.0
minutes	190306	899.535685946608	5.954018397144906	7	2.7	4.131320553449335	mɪnɪts	mɪnɪts	1.9	3.8910837812952304	0.16678696373771587
hold	190147	898.7841270148587	5.9536553939532215	4	1.0	4.579892313056104	hoʊld	hoʊld	1.0	4.397114668922562	0.0
hit	189066	893.6744716361092	5.9511793522214695	3	1.0	4.325829150287772	hɪt	hɪt	1.0	4.315169401271179	0.0
eyes	188728	892.0768180579248	5.950402253728383	4	1.7	4.206131423212825	aɪz	aɪz	1.0	4.145830722703349	0.04759245834431439
watch	188292	890.0159394777817	5.949397784583404	5	1.65	4.566025458544393	wɑːtʃ	wɑːtʃ	1.55	4.031727328044614	0.07593533719500983
doctor	184761	873.3256590500628	5.941176220286891	6	2.15	4.253428935165535	dɑːktɚ	dɑːktɚ	1.85	3.992830044926764	0.12716853742747503
party	184223	870.7826483250237	5.939909766474047	5	1.65	4.099718582784551	pɑːɹɾi	pɑːɹɾi	1.65	3.927206347329892	0.08160146574600285
ain	183928	869.3882465334132	5.939213764564059	3	1.0	4.439436054068997	eɪn	eɪn	1.0	4.189302994388252	0.0
chance	183914	869.3220715331333	5.939180706225155	6	1.9	4.468783807733545	tʃæns	tʃæns	1.7	4.060364027511997	0.10158224397625269
daughter	183213	866.0085947334078	5.937522202209921	8	2.75	4.302181422407367	dɔːɾɚ	dɔːɾɚ	1.9	4.139176868517802	0.17007336799309156
week	182507	862.6714840050108	5.935845442475168	4	1.45	4.355288748488944	wiːk	wiːk	1.0	3.944058757580408	0.030829861270421016
city	179440	848.1744321579947	5.928485176706504	4	1.9	4.547974340915848	sɪɾi	sɪɾi	1.25	3.9505296002240007	0.0755464586494954
hours	178680	844.582074999947	5.926641859931394	5	1.75	4.234892612010452	aʊɚz	aʊɚz	1.7	4.259711821592978	0.0913176323536378
story	178612	844.2606535700164	5.926476549624272	5	1.55	4.151232655178026	stoːɹi	stoːɹi	1.5	4.189815630947612	0.06622483886776873
husband	176456	834.0697035269234	5.921202346311793	7	2.8	4.077759908296454	hʌsbənd	hʌsbənd	2.8	3.885157496675652	0.2258408772464311
started	175975	831.7961195887378	5.920016890006879	7	1.7	4.107612864902213	stɑːɹɾᵻd	stɑːɹɾᵻd	2.4	4.029116705667112	0.12681239860066237
fight	175942	831.6401356595069	5.91993544058588	5	1.6	4.622606928433915	faɪt	faɪt	1.0	4.209502089527376	0.040917578401319106
hands	175240	828.321932074047	5.91819916063773	5	1.6	4.341486884155228	hændz	hændz	1.65	4.072373948208778	0.07814775807908496
check	174615	825.3676909901262	5.91664746442105	5	1.7	4.182459785094951	tʃɛk	tʃɛk	1.25	4.254745300848492	0.06214296410763795
women	173832	821.6666177601903	5.914695643043915	5	1.8	4.337877254752796	wɪmɪn	wɪmɪn	2.0	3.873448710262924	0.11169265131777285
children	173626	820.6928998989299	5.91418067620617	8	3.1	4.091599037141239	tʃɪldɹən	tʃɪldɹən	3.25	3.716206106069032	0.27201216430994085
war	173566	820.4092927548735	5.91403057096657	3	1.0	4.129610761951689	wɔːɹ	wɔːɹ	1.35	4.4689249691940365	0.019459132530902094
rest	172777	816.679858810532	5.912051845027333	4	1.25	4.299296031246435	ɹɛst	ɹɛst	1.0	4.4381389724193046	0.017234932416044447
happen	172551	815.6116052345862	5.911483396671434	6	1.95	4.033698063383569	hæpən	hæpən	1.8	4.120472327999097	0.11070845748201902
blood	171811	812.113783791224	5.90961688171744	5	1.7	4.516999876366706	blʌd	blʌd	1.6	4.2966330752743085	0.08220690844769307
town	170340	805.1606819761081	5.905882559041094	4	1.7	4.403103838181364	taʊn	taʊn	1.5	4.173621294211179	0.07650996101014641
close	170202	804.5083855447783	5.905530575193091	5	1.65	4.43448929362558	kloʊs	kloʊs	1.65	3.8477886236455143	0.08160146574600285
game	170191	804.4563909017014	5.905502506229848	4	1.25	4.311498716925117	ɡeɪm	ɡeɪm	1.0	4.158782406888727	0.017234932416044447
word	169803	802.6223980368032	5.904511275019129	4	1.35	4.5597847327424414	wɜːd	wɜːd	1.05	4.074297608117685	0.026917278743501704
girls	169668	801.9842819626764	5.904165856658516	5	1.85	4.127961623018767	ɡɜːlz	ɡɜːlz	1.65	3.847251259374899	0.09531456253753733
child	169139	799.4838123092459	5.902809674716472	5	1.75	3.9693388807117462	tʃaɪld	tʃaɪld	1.9	3.890828326005064	0.10260709757319193
sister	168330	795.6598426502188	5.9007274395547125	6	1.8	4.070676907355788	sɪstɚ	sɪstɚ	1.7	4.204635398210419	0.0947491595995905
beautiful	166850	788.6641997634943	5.896892127122404	9	3.75	3.839910021270279	bjuːɾifəl	bjuːɾifəl	3.45	4.050116213552017	0.327520912257658
office	166669	787.8086515455909	5.896420745828136	6	2.4	4.286089503256744	ɑːfɪs	ɑːfɪs	1.8	3.9450545199327656	0.14104074352903617
reason	166605	787.5061372585974	5.896253947054853	6	1.85	4.232322929664528	ɹiːzən	ɹiːzən	1.8	4.177344934912613	0.1038621564435831
moment	165123	780.5010408004043	5.892373486531775	6	1.95	4.211634122833345	moʊmənt	moʊmənt	2.5	4.099445630629163	0.15003235581717603
true	164530	777.6980568599803	5.890811013837416	4	1.7	4.11688795525531	tɹuː	tɹuː	1.0	4.227443431400462	0.04759245834431439
couple	164171	776.0011407813763	5.889862359704957	6	2.15	4.222777830094804	kʌpəl	kʌpəl	1.7	4.0534942606412	0.11849411418565392
shot	163654	773.557392556757	5.888492540848623	4	1.1	4.605198792649711	ʃɑːt	ʃɑːt	1.0	4.174751897059097	0.006926855176519928
power	163647	773.5243050566171	5.888473964300591	5	1.65	4.209729074887094	paʊɚ	paʊɚ	1.25	4.1161460132612255	0.05876737789323039
cut	162717	769.1283943237429	5.885998844732287	3	1.0	4.260787287935219	kʌt	kʌt	1.0	4.054163174452415	0.0
forget	162533	768.2586657486366	5.885507467679589	6	1.75	4.257179517910726	fɚɡɛt	fɚɡɛt	2.7	4.554555592310602	0.14672398935495476
lady	162220	766.7791818138091	5.884670313196478	4	1.7	4.4957087129980895	leɪdi	leɪdi	1.5	4.239365894922054	0.07650996101014641
deal	160733	759.7504514269448	5.88067096680025	4	1.0	4.593030763795194	diːl	diːl	1.0	4.2931966342328325	0.0
brought	160497	758.6349299936563	5.8800328351427495	7	2.25	4.083442903774297	bɹɔːt	bɹɔːt	1.6	4.11314172883827	0.11934157847857677
team	159233	752.6602728255349	5.876598993557884	4	1.4	4.612013279422657	tiːm	tiːm	1.0	4.168587935055803	0.0274468159977251
drink	159199	752.4995621105696	5.876506251544262	5	1.7	4.181837310656031	dɹɪŋk	dɹɪŋk	1.6	4.345000425430004	0.08220690844769307
read	159018	751.6440138926661	5.876012203082352	4	1.05	4.774067679698081	ɹiːd	ɹiːd	1.0	4.029782533929201	0.0034689779957490516
late	158710	750.18816388651	5.875170207776145	4	1.0	4.5056887472491685	leɪt	leɪt	1.0	4.228234322622295	0.0
waiting	158598	749.6587638842714	5.874863622477362	7	1.65	4.077388608087967	weɪɾɪŋ	weɪɾɪŋ	1.35	3.8962121813843993	0.06451871722911387
send	157924	746.4729102993712	5.873014051684658	4	1.5	4.721607136895857	sɛnd	sɛnd	1.15	4.372847032339552	0.04285112355695086
supposed	157861	746.1751227981119	5.872840765729195	8	2.7	4.347741375639051	səpoʊzd	səpoʊzd	2.45	4.09975591581656	0.19894954420651537
married	157850	746.123128155035	5.87281050235983	7	1.9	4.261220170708993	mæɹid	mæɹid	1.8	4.122906504391954	0.10729025374309736
afraid	157461	744.2844085044026	5.871738921354594	6	2.65	4.286926733062326	ɐfɹeɪd	ɐfɹeɪd	1.95	3.984491820008292	0.16644217117300825
sleep	157113	742.6394870688756	5.870778037483991	5	1.55	4.289437412680248	sliːp	sliːp	1.35	4.102349134159107	0.05770293335033629
country	155804	736.4521245427118	5.867144519375891	7	2.35	4.024584329835055	kʌntɹi	kʌntɹi	2.3	3.983345259863866	0.1665675613472903
met	155404	734.5614102490025	5.866028109203763	3	1.0	4.310227551453328	mɛt	mɛt	1.0	4.106721829809194	0.0
break	154667	731.0777691628431	5.86396357794529	5	1.65	4.371274118629261	bɹeɪk	bɹeɪk	1.3	4.356052445800259	0.06164667847458316
stand	153939	727.6366691482922	5.861914577152686	5	1.75	4.289219210343967	stænd	stænd	1.55	4.196215623657545	0.08277842526207396
died	153160	723.9545030612933	5.8597112738072425	4	1.35	4.320720085394186	daɪd	daɪd	1.0	4.2412791165665125	0.024053377271314222
walk	151769	717.3795441049192	5.85574898871991	4	1.6	4.474545134932153	wɔːk	wɔːk	1.4	4.718584845334377	0.06397221954517314
speak	150646	712.0713637253303	5.852523520770306	5	1.7	4.462394245413347	spiːk	spiːk	1.45	4.386183862884161	0.07365091116201178
music	150522	711.4852422942804	5.852165896329468	5	2.0	3.8700738905854464	mjuːzɪk	mjuːzɪk	2.5	3.9946876429955993	0.15355358898016308
crazy	149933	708.7011654967935	5.850463146982499	5	1.9	4.201382574298006	kɹeɪzi	kɹeɪzi	1.8	4.005717487011569	0.10729025374309736
months	149744	707.8078029930159	5.849915346063759	6	1.85	4.020099381179323	mʌnθs	mʌnθs	1.95	3.8045952640689	0.11234832812589499
trouble	148225	700.6278154626548	5.845487375148594	7	2.55	4.374307477043647	tɹʌbəl	tɹʌbəl	1.75	4.06986759534194	0.14802931597322788
black	148159	700.3158476041928	5.845293954206307	5	1.65	4.3364552139423616	blæk	blæk	1.3	4.134276963170502	0.06164667847458316
sit	147130	695.4519850836255	5.842267151102961	3	1.0	4.231984947674252	sɪt	sɪt	1.0	4.0847592445645935	0.0
fuck	146587	692.8853404299151	5.840661372940071	4	1.45	4.337265654347567	fʌk	fʌk	1.0	4.089786136780536	0.030829861270421016
food	146525	692.5922797143902	5.840477646185249	4	1.35	4.407908993341246	fuːd	fuːd	1.25	4.30690698228473	0.038299354448923524
telling	146277	691.4200368522904	5.83974196092854	7	1.8	4.320079321164421	tɛlɪŋ	tɛlɪŋ	1.8	4.049941244354192	0.10042407917592226
living	145492	687.7095100508859	5.8374050300626354	6	1.75	4.328295888713137	lɪvɪŋ	lɪvɪŋ	1.8	4.14117201020977	0.09697593426742383
king	145201	686.3340154022125	5.836535523494197	4	1.0	4.276557514969962	kɪŋ	kɪŋ	1.0	4.157184629739467	0.0
hurt	144832	684.5898314662657	5.835430444070209	4	1.55	4.592661445776081	hɜːt	hɜːt	1.0	4.216949428489205	0.03756514969262124
truth	144727	684.0935189641668	5.835115475980123	5	1.9	4.4387041660546895	tɹuːθ	tɹuːθ	1.6	4.175397950447403	0.09584645751403965
light	144040	680.8462171647211	5.833049028830841	5	1.45	4.4977252195720885	laɪt	laɪt	1.0	4.59995496507584	0.030829861270421016
fun	143465	678.1283153675141	5.83131187879837	3	1.0	4.318302179312665	fʌn	fʌn	1.0	4.2790027686777865	0.0
ass	142293	672.5885224869457	5.827749451942168	3	1.0	3.964344841304765	æs	æs	1.0	3.9815986591827626	0.0
save	141579	669.2135974726747	5.825564756628905	4	1.0	4.400125986375952	seɪv	seɪv	1.0	3.9900167366667647	0.0
em	139915	661.3482260108439	5.820430192939485	2	1.0	3.910124164988924	ɛm	ɛm	1.0	3.9789396415027247	0.0
white	137281	648.8978723867681	5.812176350191731	5	1.65	4.427417254747094	waɪt	waɪt	1.0	4.0681444126974045	0.044259984834339704
easy	136894	647.0686063076043	5.810950329758677	4	1.9	4.676081332922655	iːzi	iːzi	1.55	4.112379012760095	0.092968020447282
bed	136396	644.7146670119364	5.809367550356746	3	1.0	4.4482352314008615	bɛd	bɛd	1.0	4.627677832243952	0.0
pick	136000	642.842859861164	5.808104824501811	4	1.0	4.489178583457866	pɪk	pɪk	1.0	4.018695155586166	0.0
hour	135943	642.5734330743105	5.807922765865765	4	1.6	4.433147588620118	aʊɚ	aʊɚ	1.5	4.282553539885027	0.069663462324996
playing	135790	641.8502348569667	5.807433704450677	7	1.65	4.179121326019106	pleɪɪŋ	pleɪɪŋ	1.55	4.283400714324379	0.07593533719500983
boys	133806	632.4722919601685	5.801041504215624	4	1.4	4.221315652849039	bɔɪz	bɔɪz	1.3	3.886655197331276	0.044572824808047515
sort	133782	632.358849102546	5.800963600366471	4	1.3	4.388768848662468	sɔːɹt	sɔːɹt	1.65	4.447282253767801	0.05720470512401315
worry	132975	628.5443330149874	5.798335915124211	5	1.9	4.333736871154736	wʌɹi	wʌɹi	1.7	4.028247966594376	0.10158224397625269
company	132397	625.8122508605776	5.796444060614378	7	2.7	4.263897213828315	kʌmpəni	kʌmpəni	2.7	4.096132647525173	0.21330392627014855
gun	131562	621.8653847724593	5.793696383118872	3	1.0	4.320118575982905	ɡʌn	ɡʌn	1.0	4.22865281239286	0.0
book	131467	621.4163401277034	5.793382668832045	4	1.0	4.146459955811912	bʊk	bʊk	1.0	4.144421515674071	0.0
captain	131460	621.3832526275635	5.793359544075942	7	2.65	4.149582523625966	kæptɪn	kæptɪn	1.9	4.047165298986615	0.16349185372994604
dog	131127	619.8092329780505	5.792258041412062	3	1.0	3.99212002037957	dɑːɡ	dɑːɡ	1.0	3.963818893632444	0.0
